,Year,Month,Day,height_cm,weight_kg,wage_usd,wage_usd,release_clause_usd,team_position,contract_valid_until
1526,2019.0,7.0,14.0,168,66,9630.0,9630.0,19153000.0,SUB,2024.0
1527,2019.0,1.0,23.0,180,72,535.0,535.0,23112000.0,LM,2024.0
1528,2015.0,7.0,1.0,185,77,40660.0,40660.0,21400000.0,RCB,2024.0
1529,2018.0,7.0,9.0,172,60,12840.0,12840.0,17976000.0,RES,2021.0
1530,2019.0,7.0,1.0,183,73,26750.0,26750.0,22470000.0,RAM,2022.0
1531,2018.0,7.0,1.0,187,83,47080.0,47080.0,22470000.0,ST,2022.0
1534,2016.0,7.0,1.0,173,70,16050.000000000002,16050.000000000002,18190000.0,RCM,2021.0
1535,2015.0,7.0,1.0,187,76,20330.0,20330.0,25894000.0,RM,2024.0
1536,2015.0,12.0,2.0,169,67,9630.0,9630.0,16264000.000000002,RES,2023.0
1537,2017.0,7.0,1.0,185,84,46010.0,46010.0,19795000.0,LCM,2024.0
1538,2017.0,7.0,1.0,177,73,36380.0,36380.0,21400000.0,ST,2022.0
1539,2018.0,1.0,1.0,191,79,10700.0,10700.0,16264000.000000002,RCB,2022.0
1540,2018.0,1.0,17.0,180,71,24610.0,24610.0,21400000.0,RW,2023.0
1541,2020.0,6.0,30.0,186,89,17120.0,17120.0,19153000.0,ST,2023.0
1542,2020.0,3.0,11.0,172,65,11770.0,11770.0,24717000.0,SUB,2025.0
1543,2015.0,7.0,1.0,191,70,31030.0,31030.0,17334000.0,RCB,2022.0
1544,2015.0,7.0,20.0,168,70,22470.0,22470.0,23540000.0,RCM,2022.0
1545,2020.0,8.0,19.0,188,77,21400.0,21400.0,16906000.0,GK,2024.0
1546,2019.0,7.0,22.0,187,84,12840.0,12840.0,24610000.0,ST,2022.0
1547,2020.0,8.0,28.0,173,67,42800.0,42800.0,22470000.0,SUB,2025.0
1548,2018.0,8.0,1.0,170,66,17120.0,17120.0,24610000.0,RCM,2023.0
1549,2019.0,7.0,25.0,178,70,40660.0,40660.0,20223000.0,CDM,2023.0
1550,2017.0,8.0,30.0,187,69,55640.0,55640.0,20223000.0,RES,2022.0
1551,2017.0,8.0,31.0,190,75,49220.0,49220.0,17869000.0,SUB,2023.0
1552,2019.0,7.0,1.0,177,65,42800.0,42800.0,22470000.0,SUB,2023.0
1553,2016.0,7.0,1.0,178,68,9630.0,9630.0,24610000.0,RW,2023.0
1554,2018.0,7.0,10.0,180,72,23540.0,23540.0,21400000.0,SUB,2023.0
1555,2017.0,12.0,14.0,170,68,8560.0,8560.0,18190000.0,LW,2020.0
1556,2019.0,1.0,8.0,173,65,32100.000000000004,32100.000000000004,20330000.0,LCM,2022.0
1557,2019.0,1.0,21.0,175,75,13910.0,13910.0,15408000.0,CDM,2023.0
1558,2019.0,8.0,6.0,191,83,18190.0,18190.0,19260000.0,RCB,2024.0
1559,2019.0,7.0,19.0,178,69,21400.0,21400.0,20223000.0,LB,2024.0
1560,2019.0,8.0,30.0,185,75,7490.0,7490.0,17655000.0,LCM,2024.0
1561,2019.0,8.0,29.0,180,80,35310.0,35310.0,20330000.0,SUB,2024.0
1562,2016.0,7.0,4.0,188,74,28890.0,28890.0,14231000.0,GK,2023.0
1563,2017.0,7.0,1.0,177,79,47080.0,47080.0,20330000.0,ST,2023.0
1564,2020.0,7.0,17.0,166,60,19260.0,19260.0,20009000.0,RDM,2024.0
1565,2019.0,7.0,1.0,175,62,12840.0,12840.0,21186000.0,LCM,2024.0
1566,2019.0,8.0,4.0,173,64,27820.0,27820.0,17334000.0,LDM,2024.0
1567,2020.0,9.0,3.0,179,64,40660.0,40660.0,19153000.0,RB,2025.0
1568,2016.0,7.0,22.0,189,81,52430.0,52430.0,19153000.0,SUB,2022.0
1569,2013.0,4.0,17.0,179,72,535.0,535.0,21828000.0,LDM,2023.0
1570,2020.0,8.0,10.0,177,71,11770.0,11770.0,22363000.0,SUB,2025.0
1571,2019.0,8.0,20.0,172,75,25680.0,25680.0,23433000.0,SUB,2024.0
1572,2020.0,9.0,1.0,185,77,23540.0,23540.0,20330000.0,RW,2023.0
1573,2016.0,7.0,4.0,187,81,21400.0,21400.0,20972000.0,LCB,2022.0
1574,2020.0,7.0,28.0,194,88,14980.0,14980.0,14980000.0,GK,2024.0
1575,2016.0,6.0,8.0,176,66,34240.0,34240.0,17334000.0,RDM,2021.0
1576,2020.0,9.0,1.0,185,70,44940.0,44940.0,19367000.0,RS,2024.0
1577,2019.0,8.0,29.0,175,64,28890.0,28890.0,21400000.0,SUB,2024.0
1578,2020.0,8.0,5.0,174,65,11770.0,11770.0,15515000.0,LB,2025.0
1579,2018.0,7.0,1.0,182,81,535.0,535.0,20972000.0,LCM,2023.0
1581,2020.0,8.0,28.0,174,72,535.0,535.0,24396000.0,SUB,2024.0
1582,2017.0,7.0,10.0,195,90,36380.0,36380.0,17334000.0,RCB,2022.0
1584,2019.0,7.0,27.0,185,81,25680.0,25680.0,16264000.000000002,LWB,2024.0
1585,2013.0,7.0,12.0,184,82,40660.0,40660.0,16264000.000000002,RES,2023.0
1586,2015.0,7.0,1.0,192,90,16050.000000000002,16050.000000000002,12733000.0,GK,2022.0
1587,2019.0,7.0,29.0,197,80,13910.0,13910.0,20223000.0,SUB,2023.0
1589,2020.0,8.0,12.0,187,78,25680.0,25680.0,23433000.0,RS,2025.0
1590,2019.0,7.0,23.0,186,81,36380.0,36380.0,21400000.0,SUB,2024.0
1591,2020.0,8.0,7.0,190,86,35310.0,35310.0,17976000.0,RCB,2025.0
1592,2019.0,7.0,1.0,183,75,35310.0,35310.0,17334000.0,LCM,2024.0
1593,2016.0,1.0,6.0,191,86,62060.0,62060.0,19795000.0,RES,2023.0
1594,2020.0,6.0,4.0,192,78,21400.0,21400.0,17120000.0,LCB,2024.0
1595,2018.0,7.0,23.0,179,71,14980.0,14980.0,15408000.0,SUB,2023.0
1596,2020.0,8.0,6.0,177,76,32100.000000000004,32100.000000000004,16264000.000000002,SUB,2023.0
1597,2020.0,9.0,21.0,180,77,9630.0,9630.0,22149000.0,SUB,2023.0
1598,2019.0,6.0,28.0,181,80,16050.000000000002,16050.000000000002,20009000.0,RCM,2024.0
1599,2019.0,7.0,1.0,181,68,21400.0,21400.0,17120000.0,LB,2024.0
1600,2014.0,3.0,1.0,174,69,12840.0,12840.0,18297000.0,SUB,2021.0
1601,2014.0,7.0,28.0,182,87,58850.0,58850.0,16906000.0,RES,2022.0
1602,2012.0,3.0,1.0,184,79,16050.000000000002,16050.000000000002,13482000.0,RCB,2022.0
1603,2015.0,1.0,15.0,179,69,51360.0,51360.0,19046000.0,LWB,2023.0
1604,2012.0,7.0,1.0,177,63,27820.0,27820.0,18083000.0,LF,2022.0
1606,2016.0,7.0,8.0,175,71,13910.0,13910.0,19046000.0,RCM,2022.0
1607,2019.0,7.0,8.0,171,73,5350.0,5350.0,14231000.0,CAM,2022.0
1608,2013.0,4.0,27.0,175,68,16050.000000000002,16050.000000000002,15194000.0,RW,2023.0
1609,2020.0,7.0,1.0,182,71,26750.0,26750.0,20009000.0,SUB,2024.0
1610,2019.0,7.0,18.0,184,78,22470.0,22470.0,20009000.0,RM,2023.0
1611,2020.0,8.0,11.0,174,64,38520.0,38520.0,16906000.0,RB,2025.0
1612,2014.0,7.0,1.0,184,73,23540.0,23540.0,18618000.0,SUB,2021.0
1613,2017.0,1.0,19.0,197,90,535.0,535.0,18618000.0,SUB,2022.0
1614,2019.0,6.0,11.0,182,75,16050.000000000002,16050.000000000002,17762000.0,RB,2024.0
1615,2015.0,9.0,30.0,180,70,58850.0,58850.0,19046000.0,SUB,2023.0
1616,2013.0,7.0,1.0,180,77,535.0,535.0,21935000.0,CAM,2022.0
1617,2019.0,7.0,1.0,175,68,10700.0,10700.0,17762000.0,RES,2024.0
1618,2016.0,7.0,25.0,188,73,13910.0,13910.0,12626000.0,RDM,2023.0
1619,2019.0,8.0,1.0,178,80,13910.0,13910.0,19046000.0,LM,2024.0
1620,2018.0,7.0,17.0,182,80,44940.0,44940.0,19046000.0,RCM,2023.0
1621,2017.0,7.0,1.0,186,83,28890.0,28890.0,16906000.0,SUB,2022.0
1622,2020.0,7.0,7.0,183,69,13910.0,13910.0,13482000.0,RCB,2024.0
1624,2019.0,8.0,9.0,183,71,7490.0,7490.0,13482000.0,RCB,2024.0
1625,2018.0,7.0,1.0,170,62,41730.0,41730.0,16478000.000000002,SUB,2024.0
1626,2014.0,7.0,1.0,178,69,19260.0,19260.0,18618000.0,SUB,2022.0
1627,2020.0,1.0,3.0,182,84,48150.0,48150.0,15194000.0,RDM,2022.0
1628,2017.0,7.0,21.0,188,83,21400.0,21400.0,17441000.0,LCB,2021.0
1629,2011.0,4.0,5.0,185,75,44940.0,44940.0,15836000.0,RCB,2022.0
1630,2019.0,8.0,8.0,186,79,35310.0,35310.0,13696000.0,GK,2022.0
1631,2017.0,7.0,1.0,186,84,35310.0,35310.0,14231000.0,SUB,2021.0
1632,2018.0,7.0,3.0,193,85,53500.0,53500.0,13375000.0,GK,2022.0
1633,2019.0,8.0,3.0,191,75,44940.0,44940.0,15836000.0,LCB,2023.0
1634,2019.0,7.0,5.0,192,92,12840.0,12840.0,10593000.0,GK,2022.0
1635,2017.0,2.0,27.0,187,78,25680.0,25680.0,16157000.000000002,LCM,2021.0
1636,2016.0,1.0,11.0,176,71,25680.0,25680.0,16906000.0,RDM,2021.0
1637,2015.0,9.0,1.0,178,71,47080.0,47080.0,17013000.0,CAM,2022.0
1638,2017.0,7.0,1.0,184,77,17120.0,17120.0,10914000.0,GK,2023.0
1639,2019.0,8.0,2.0,191,77,33170.0,33170.0,19046000.0,RS,2023.0
1640,2016.0,1.0,4.0,180,74,58850.0,58850.0,17976000.0,SUB,2021.0
1641,2019.0,7.0,27.0,184,79,37450.0,37450.0,17976000.0,SUB,2022.0
1642,2020.0,9.0,16.0,181,75,25680.0,25680.0,17013000.0,CAM,2024.0
1643,2017.0,2.0,18.0,189,82,25680.0,25680.0,15194000.0,SUB,2023.0
1644,2017.0,5.0,17.0,194,96,19260.0,19260.0,13054000.0,GK,2023.0
1645,2018.0,7.0,21.0,188,77,535.0,535.0,20651000.0,SUB,2022.0
1646,2020.0,9.0,1.0,188,77,28890.0,28890.0,15087000.0,CDM,2023.0
1647,2018.0,7.0,7.0,190,86,21400.0,21400.0,16050000.000000002,LCB,2023.0
1648,2020.0,1.0,31.0,190,76,29960.0,29960.0,17013000.0,RES,2024.0
1649,2016.0,10.0,13.0,180,78,6420.0,6420.0,15087000.0,RB,2021.0
1650,2020.0,1.0,10.0,185,79,26750.0,26750.0,17976000.0,RM,2024.0
1651,2018.0,7.0,1.0,175,71,28890.0,28890.0,14231000.0,RB,2022.0
1652,2020.0,8.0,27.0,182,73,47080.0,47080.0,16906000.0,RES,2025.0
1653,2020.0,7.0,21.0,180,73,26750.0,26750.0,17013000.0,LCM,2024.0
1654,2019.0,7.0,1.0,176,69,13910.0,13910.0,18832000.0,RM,2022.0
1655,2017.0,8.0,16.0,190,79,22470.0,22470.0,15194000.0,LS,2023.0
1656,2019.0,7.0,3.0,188,76,14980.0,14980.0,12626000.0,SUB,2023.0
1657,2020.0,8.0,31.0,174,72,19260.0,19260.0,20972000.0,SUB,2024.0
1658,2017.0,7.0,1.0,185,88,18190.0,18190.0,12091000.0,GK,2022.0
1660,2020.0,7.0,27.0,193,87,60990.0,60990.0,15836000.0,SUB,2024.0
1661,2020.0,8.0,16.0,184,84,26750.0,26750.0,14231000.0,SUB,2024.0
1662,2013.0,1.0,7.0,178,71,77040.0,77040.0,17976000.0,SUB,2023.0
1663,2019.0,6.0,28.0,196,88,44940.0,44940.0,14017000.0,RCB,2023.0
1664,2015.0,8.0,16.0,180,72,62060.0,62060.0,15836000.0,RES,2022.0
1665,2017.0,1.0,6.0,175,73,8560.0,8560.0,13910000.0,CAM,2021.0
1666,2014.0,7.0,1.0,188,84,23540.0,23540.0,16692000.000000002,SUB,2022.0
1667,2018.0,7.0,23.0,182,82,11770.0,11770.0,16692000.000000002,RCB,2022.0
1668,2018.0,7.0,7.0,186,81,10700.0,10700.0,16264000.000000002,RCB,2022.0
1669,2019.0,1.0,31.0,170,67,23540.0,23540.0,17441000.0,SUB,2022.0
1670,2017.0,7.0,1.0,188,84,24610.0,24610.0,15087000.0,RDM,2021.0
1671,2020.0,9.0,7.0,171,64,28890.0,28890.0,12519000.0,SUB,2024.0
1672,2016.0,7.0,1.0,184,81,40660.0,40660.0,15194000.0,SUB,2021.0
1673,2019.0,7.0,8.0,196,77,47080.0,47080.0,14766000.0,LCB,2024.0
1674,2011.0,12.0,7.0,181,75,16050.000000000002,16050.000000000002,11877000.0,SUB,2021.0
1675,2016.0,7.0,28.0,179,79,535.0,535.0,17013000.0,RB,2020.0
1676,2020.0,7.0,7.0,173,70,19260.0,19260.0,12626000.0,SUB,2023.0
1677,2019.0,7.0,3.0,169,70,19260.0,19260.0,12626000.0,RCM,2023.0
1678,2019.0,7.0,1.0,178,72,12840.0,12840.0,12519000.0,LB,2023.0
1679,2019.0,7.0,1.0,189,90,53500.0,53500.0,17976000.0,SUB,2023.0
1680,2017.0,8.0,22.0,188,77,44940.0,44940.0,15836000.0,RES,2022.0
1681,2019.0,7.0,1.0,189,84,535.0,535.0,17441000.0,RCB,2023.0
1682,2019.0,7.0,30.0,180,75,14980.0,14980.0,16692000.000000002,CDM,2023.0
1683,2017.0,7.0,1.0,183,77,23540.0,23540.0,18618000.0,SUB,2022.0
1684,2019.0,8.0,22.0,175,72,54570.0,54570.0,18832000.0,SUB,2023.0
1685,2020.0,1.0,24.0,187,84,16050.000000000002,16050.000000000002,16157000.000000002,LS,2023.0
1686,2020.0,9.0,3.0,185,74,21400.0,21400.0,17013000.0,SUB,2021.0
1687,2020.0,7.0,7.0,177,73,20330.0,20330.0,12626000.0,LB,2024.0
1688,2017.0,2.0,22.0,185,86,8560.0,8560.0,11770000.0,LCB,2021.0
1689,2019.0,8.0,1.0,176,76,47080.0,47080.0,15836000.0,SUB,2024.0
1690,2014.0,7.0,8.0,167,58,31030.0,31030.0,17976000.0,SUB,2021.0
1691,2020.0,8.0,17.0,175,74,535.0,535.0,20651000.0,SUB,2025.0
1692,2018.0,7.0,9.0,176,68,16050.000000000002,16050.000000000002,19795000.0,LW,2021.0
1693,2019.0,7.0,1.0,175,70,13910.0,13910.0,19795000.0,RW,2023.0
1694,2014.0,7.0,1.0,176,72,27820.0,27820.0,19795000.0,SUB,2025.0
1695,2016.0,1.0,21.0,183,84,8560.0,8560.0,14338000.0,LM,2020.0
1696,2019.0,7.0,25.0,179,78,53500.0,53500.0,17976000.0,RW,2023.0
1697,2019.0,7.0,3.0,183,77,23540.0,23540.0,18618000.0,SUB,2023.0
1698,2016.0,7.0,21.0,186,83,19260.0,19260.0,17013000.0,SUB,2025.0
1699,2019.0,2.0,13.0,165,65,9630.0,9630.0,14338000.0,SUB,2025.0
1700,2018.0,7.0,27.0,181,80,18190.0,18190.0,19795000.0,SUB,2022.0
1701,2018.0,11.0,5.0,178,68,21400.0,21400.0,15087000.0,SUB,2023.0
1703,2019.0,1.0,21.0,174,69,11770.0,11770.0,16692000.000000002,SUB,2023.0
1704,2020.0,7.0,30.0,195,91,36380.0,36380.0,12091000.0,GK,2024.0
1705,2019.0,7.0,1.0,168,68,24610.0,24610.0,15194000.0,RCM,2023.0
1706,2019.0,12.0,9.0,191,102,7490.0,7490.0,9309000.0,GK,2022.0
1707,2019.0,7.0,11.0,197,89,535.0,535.0,13375000.0,GK,2022.0
1708,2018.0,7.0,1.0,188,90,22470.0,22470.0,14017000.0,LCB,2022.0
1709,2018.0,7.0,1.0,194,90,18190.0,18190.0,11021000.0,SUB,2022.0
1710,2019.0,7.0,3.0,185,81,24610.0,24610.0,13268000.0,RDM,2024.0
1711,2020.0,1.0,20.0,189,75,7490.0,7490.0,8881000.0,GK,2025.0
1712,2020.0,8.0,8.0,196,92,10700.0,10700.0,12198000.0,SUB,2025.0
1713,2013.0,7.0,1.0,179,70,44940.0,44940.0,16906000.0,SUB,2023.0
1715,2014.0,1.0,16.0,193,79,7490.0,7490.0,9309000.0,GK,2020.0
1716,2019.0,8.0,24.0,193,83,40660.0,40660.0,14766000.0,SUB,2024.0
1717,2018.0,8.0,14.0,174,64,17120.0,17120.0,12626000.0,LDM,2022.0
1718,2017.0,7.0,1.0,184,80,39590.0,39590.0,13268000.0,SUB,2022.0
1719,2016.0,7.0,18.0,175,74,13910.0,13910.0,11663000.0,RCB,2021.0
1721,2020.0,9.0,22.0,172,65,9630.0,9630.0,13482000.0,RES,2021.0
1723,2016.0,7.0,1.0,191,84,23540.0,23540.0,17441000.0,SUB,2021.0
1724,2017.0,1.0,1.0,182,77,31030.0,31030.0,9844000.0,GK,2020.0
1725,2016.0,8.0,23.0,186,84,49220.0,49220.0,12305000.0,SUB,2021.0
1726,2019.0,1.0,30.0,183,79,54570.0,54570.0,13696000.0,LCB,2022.0
1727,2018.0,7.0,1.0,178,72,24610.0,24610.0,11877000.0,CDM,2024.0
1728,2018.0,7.0,2.0,188,87,22470.0,22470.0,15087000.0,SUB,2023.0
1729,2019.0,7.0,8.0,194,86,40660.0,40660.0,13696000.0,RCB,2022.0
1730,2018.0,8.0,9.0,198,87,49220.0,49220.0,13696000.0,SUB,2023.0
1731,2018.0,7.0,1.0,175,65,18190.0,18190.0,12626000.0,SUB,2022.0
1732,2018.0,7.0,26.0,183,74,25680.0,25680.0,15087000.0,SUB,2022.0
1733,2015.0,8.0,12.0,183,83,47080.0,47080.0,13696000.0,LCM,2021.0
1734,2018.0,7.0,2.0,186,79,28890.0,28890.0,15087000.0,SUB,2022.0
1735,2013.0,7.0,5.0,186,82,71690.0,71690.0,15836000.0,RES,2021.0
1736,2019.0,7.0,1.0,175,76,17120.0,17120.0,12626000.0,CDM,2022.0
1737,2017.0,7.0,7.0,186,72,22470.0,22470.0,15836000.0,RCB,2022.0
1740,2010.0,7.0,1.0,183,82,36380.0,36380.0,13696000.0,RES,2022.0
1741,2017.0,6.0,26.0,178,70,16050.000000000002,16050.000000000002,16906000.0,RW,2021.0
1742,2013.0,7.0,1.0,180,77,49220.0,49220.0,16906000.0,LWB,2022.0
1743,2019.0,1.0,30.0,183,77,11770.0,11770.0,17441000.0,LCM,2021.0
1744,2020.0,8.0,13.0,191,79,18190.0,18190.0,14445000.0,LCB,2024.0
1745,2020.0,9.0,4.0,177,69,14980.0,14980.0,11877000.0,SUB,2022.0
1746,2016.0,7.0,1.0,182,76,20330.0,20330.0,17762000.0,LW,2022.0
1747,2019.0,7.0,4.0,177,70,23540.0,23540.0,17441000.0,SUB,2022.0
1748,2016.0,7.0,1.0,186,76,24610.0,24610.0,15087000.0,SUB,2024.0
1749,2020.0,1.0,7.0,175,80,89880.0,89880.0,16906000.0,LM,2024.0
1751,2018.0,7.0,1.0,184,83,13910.0,13910.0,10272000.0,SUB,2023.0
1752,2019.0,1.0,1.0,181,80,39590.0,39590.0,13482000.0,RM,2021.0
1754,2018.0,1.0,18.0,174,70,23540.0,23540.0,16050000.000000002,SUB,2022.0
1755,2019.0,3.0,15.0,185,70,8560.0,8560.0,11449000.0,LWB,2021.0
1756,2020.0,8.0,12.0,177,70,12840.0,12840.0,14445000.0,SUB,2024.0
1757,2018.0,1.0,1.0,177,73,40660.0,40660.0,15194000.0,ST,2021.0
1758,2019.0,8.0,21.0,186,77,23540.0,23540.0,17441000.0,SUB,2022.0
1759,2018.0,7.0,14.0,188,85,36380.0,36380.0,13696000.0,SUB,2021.0
1760,2019.0,7.0,3.0,174,70,19260.0,19260.0,10914000.0,LB,2022.0
1761,2020.0,4.0,6.0,178,73,22470.0,22470.0,14017000.0,RCM,2022.0
1762,2017.0,6.0,20.0,185,77,23540.0,23540.0,13482000.0,RM,2023.0
1763,2017.0,8.0,26.0,182,74,22470.0,22470.0,13482000.0,LM,2023.0
1764,2020.0,8.0,12.0,174,68,54570.0,54570.0,16906000.0,LM,2024.0
1765,2019.0,7.0,1.0,178,72,40660.0,40660.0,15194000.0,SUB,2023.0
1766,2018.0,7.0,4.0,184,74,23540.0,23540.0,1177000.0,RES,2021.0
1767,2020.0,8.0,8.0,183,75,32100.000000000004,32100.000000000004,11235000.0,LB,2023.0
1768,2017.0,7.0,1.0,188,78,13910.0,13910.0,2461000.0,GK,2022.0
1769,2018.0,8.0,10.0,182,85,33170.0,33170.0,7169000.0,SUB,2022.0
1770,2007.0,5.0,29.0,175,80,32100.000000000004,32100.000000000004,4066000.0000000005,RDM,2021.0
1771,2020.0,9.0,22.0,170,70,10700.0,10700.0,5136000.0,SUB,2023.0
1772,2017.0,7.0,1.0,186,83,34240.0,34240.0,1391000.0,SUB,2021.0
1773,2020.0,7.0,1.0,172,71,19260.0,19260.0,2782000.0,LCB,2021.0
1774,2015.0,7.0,6.0,185,78,8560.0,8560.0,3852000.0,GK,2024.0
1775,2011.0,7.0,1.0,181,82,32100.000000000004,32100.000000000004,4173000.0000000005,SUB,2021.0
1776,2019.0,7.0,12.0,187,80,5350.0,5350.0,2461000.0,GK,2021.0
1777,2005.0,7.0,1.0,181,79,20330.0,20330.0,3852000.0,SUB,2021.0
1778,2020.0,1.0,20.0,182,83,13910.0,13910.0,6206000.0,SUB,2021.0
1779,2020.0,8.0,18.0,196,91,53500.0,53500.0,7276000.0,SUB,2022.0
1780,2004.0,8.0,1.0,177,76,38520.0,38520.0,7918000.0,CAM,2021.0
1781,2019.0,1.0,21.0,182,79,16050.000000000002,16050.000000000002,3103000.0,ST,2021.0
1782,2017.0,8.0,18.0,176,70,25680.0,25680.0,4601000.0,ST,2021.0
1783,2018.0,7.0,25.0,184,69,9630.0,9630.0,9095000.0,CAM,2022.0
1784,2014.0,1.0,10.0,188,79,8560.0,8560.0,7062000.0,LDM,2020.0
1785,2009.0,6.0,1.0,184,84,24610.0,24610.0,1177000.0,GK,2021.0
1786,2019.0,7.0,27.0,183,80,9630.0,9630.0,3531000.0,LCB,2022.0
1787,2016.0,7.0,1.0,182,81,535.0,535.0,5457000.0,SUB,2021.0
1788,2020.0,8.0,19.0,187,82,9630.0,9630.0,7169000.0,LDM,2023.0
1789,2020.0,1.0,2.0,185,82,11770.0,11770.0,4066000.0000000005,SUB,2020.0
1790,2019.0,9.0,2.0,193,92,43870.0,43870.0,5671000.0,RES,2021.0
1791,2020.0,8.0,27.0,186,83,17120.0,17120.0,6955000.0,SUB,2022.0
1792,2019.0,2.0,13.0,176,73,13910.0,13910.0,6634000.0,SUB,2021.0
1793,2020.0,9.0,3.0,188,83,22470.0,22470.0,5671000.0,SUB,2021.0
1794,2019.0,1.0,11.0,179,76,44940.0,44940.0,7918000.0,CDM,2022.0
1795,2019.0,7.0,25.0,180,75,3210.0,3210.0,2996000.0,CAM,2022.0
1796,2016.0,7.0,11.0,194,90,21400.0,21400.0,5992000.0,ST,2020.0
1797,2019.0,2.0,8.0,175,67,6420.0,6420.0,4922000.0,CAM,2021.0
1798,2020.0,1.0,9.0,174,70,535.0,535.0,4922000.0,SUB,2025.0
1799,2011.0,1.0,1.0,192,86,12840.0,12840.0,5350000.0,RES,2021.0
1800,2019.0,7.0,1.0,181,72,27820.0,27820.0,7490000.0,ST,2025.0
1801,2020.0,1.0,29.0,184,82,16050.000000000002,16050.000000000002,4815000.0,CB,2022.0
1802,2020.0,1.0,16.0,181,78,6420.0,6420.0,4708000.0,SUB,2020.0
1803,2009.0,1.0,28.0,175,73,25680.0,25680.0,3745000.0,LB,2022.0
1804,2020.0,1.0,15.0,188,78,27820.0,27820.0,7276000.0,SUB,2023.0
1805,2014.0,1.0,31.0,198,90,36380.0,36380.0,7276000.0,SUB,2021.0
1806,2018.0,7.0,24.0,188,74,9630.0,9630.0,8132000.000000001,GK,2022.0
1807,2020.0,8.0,19.0,180,73,17120.0,17120.0,10700000.0,CDM,2022.0
1808,2020.0,7.0,7.0,177,73,13910.0,13910.0,5029000.0,ST,2021.0
1809,2010.0,7.0,1.0,183,81,39590.0,39590.0,5350000.0,RCB,2022.0
1810,2014.0,9.0,1.0,178,66,49220.0,49220.0,10165000.0,LCM,2023.0
1811,2019.0,9.0,12.0,179,74,535.0,535.0,7276000.0,ST,2021.0
1812,2019.0,8.0,8.0,177,78,18190.0,18190.0,6206000.0,SUB,2021.0
1813,2012.0,7.0,1.0,182,74,23540.0,23540.0,7169000.0,LCM,2021.0
1814,2018.0,7.0,2.0,177,74,21400.0,21400.0,6741000.0,SUB,2022.0
1815,2017.0,5.0,30.0,199,101,11770.0,11770.0,7276000.0,SUB,2021.0
1816,2016.0,7.0,9.0,183,76,24610.0,24610.0,4601000.0,LCB,2021.0
1817,2019.0,7.0,30.0,183,73,32100.000000000004,32100.000000000004,12412000.0,RS,2021.0
1818,2018.0,7.0,1.0,178,70,535.0,535.0,6848000.0,SUB,2025.0
1819,2020.0,7.0,1.0,175,73,23540.0,23540.0,8025000.000000001,LCM,2023.0
1821,2020.0,6.0,8.0,192,78,10700.0,10700.0,5885000.0,CF,2022.0
1822,2020.0,6.0,23.0,177,71,28890.0,28890.0,7490000.0,RDM,2021.0
1823,2019.0,2.0,1.0,194,85,20330.0,20330.0,8560000.0,LCM,2021.0
1824,2019.0,7.0,1.0,182,73,21400.0,21400.0,6955000.0,LCB,2022.0
1825,2017.0,8.0,31.0,172,70,535.0,535.0,8025000.000000001,SUB,2023.0
1826,2016.0,7.0,1.0,176,79,535.0,535.0,11770000.0,SUB,2022.0
1827,2019.0,9.0,2.0,186,90,19260.0,19260.0,12519000.0,RS,2022.0
1828,2015.0,7.0,4.0,183,79,23540.0,23540.0,8346000.000000001,LCM,2022.0
1829,2018.0,6.0,18.0,173,65,16050.000000000002,16050.000000000002,6420000.0,CAM,2020.0
1830,2017.0,7.0,7.0,180,80,29960.0,29960.0,9416000.0,ST,2021.0
1831,2020.0,1.0,5.0,170,64,37450.0,37450.0,10914000.0,CAM,2022.0
1832,2017.0,1.0,9.0,173,66,60990.0,60990.0,6206000.0,RCM,2022.0
1833,2019.0,2.0,22.0,182,74,535.0,535.0,14124000.0,CAM,2022.0
1834,2018.0,8.0,16.0,186,82,20330.0,20330.0,11556000.0,LCM,2021.0
1835,2014.0,7.0,11.0,189,76,32100.000000000004,32100.000000000004,6313000.0,LCB,2021.0
1836,2014.0,1.0,30.0,185,78,52430.0,52430.0,11235000.0,SUB,2021.0
1837,2019.0,2.0,14.0,187,84,29960.0,29960.0,10593000.0,SUB,2023.0
1838,2006.0,1.0,23.0,178,68,32100.000000000004,32100.000000000004,8988000.0,RDM,2024.0
1839,2020.0,8.0,18.0,185,81,535.0,535.0,2675000.0,LB,2023.0
1840,2018.0,7.0,1.0,178,78,50290.0,50290.0,5671000.0,RES,2021.0
1841,2020.0,9.0,4.0,190,90,9630.0,9630.0,5671000.0,RCB,2022.0
1843,2020.0,8.0,28.0,192,96,14980.0,14980.0,6527000.0,SUB,2023.0
1844,2017.0,2.0,15.0,158,56,9630.0,9630.0,6420000.0,LCM,2023.0
1845,2014.0,7.0,1.0,171,61,34240.0,34240.0,9095000.0,SUB,2021.0
1846,2014.0,8.0,14.0,191,77,44940.0,44940.0,11235000.0,SUB,2023.0
1847,2018.0,1.0,9.0,187,91,19260.0,19260.0,8239000.000000001,SUB,2022.0
1848,2018.0,7.0,1.0,180,73,13910.0,13910.0,9844000.0,CDM,2021.0
1849,2015.0,7.0,1.0,184,87,21400.0,21400.0,6634000.0,RCB,2021.0
1850,2017.0,7.0,1.0,185,78,20330.0,20330.0,9630000.0,SUB,2021.0
1851,2018.0,7.0,6.0,183,86,18190.0,18190.0,7276000.0,GK,2022.0
1852,2017.0,8.0,30.0,179,70,65270.00000000001,65270.00000000001,11770000.0,LB,2021.0
