,Year,Month,Day,height_cm,weight_kg,wage_usd,wage_usd,release_clause_usd,team_position,contract_valid_until
12126,2019.0,1.0,15.0,179,77,2140.0,2140.0,814270.0,LB,2022.0
12127,2018.0,1.0,28.0,183,78,3210.0,3210.0,1030410.0000000001,RES,2023.0
12128,2018.0,3.0,3.0,186,80,3210.0,3210.0,1016500.0000000001,SUB,2023.0
12130,2018.0,6.0,1.0,175,70,1070.0,1070.0,930900.0,ST,2021.0
12131,2020.0,8.0,21.0,187,80,2140.0,2140.0,1284000.0,SUB,2022.0
12132,2020.0,8.0,12.0,175,64,2140.0,2140.0,1284000.0,SUB,2024.0
12133,2019.0,2.0,13.0,175,67,1070.0,1070.0,971560.0,LB,2020.0
12134,2019.0,1.0,1.0,165,66,909.5,909.5,930900.0,LM,2021.0
12135,2020.0,9.0,11.0,182,79,5350.0,5350.0,1391000.0,SUB,2022.0
12137,2018.0,7.0,1.0,183,74,2140.0,2140.0,971560.0,SUB,2021.0
12138,2019.0,7.0,7.0,185,72,2140.0,2140.0,1059300.0,ST,2021.0
12139,2018.0,7.0,1.0,188,73,695.5,695.5,1070000.0,SUB,2021.0
12140,2019.0,1.0,1.0,188,79,2140.0,2140.0,971560.0,SUB,2022.0
12141,2019.0,7.0,23.0,180,72,1070.0,1070.0,1177000.0,SUB,2024.0
12142,2018.0,8.0,20.0,184,73,2140.0,2140.0,1177000.0,SUB,2021.0
12143,2019.0,8.0,14.0,178,75,2140.0,2140.0,1059300.0,SUB,2023.0
12144,2018.0,1.0,1.0,179,70,535.0,535.0,1498000.0,ST,2024.0
12145,2018.0,7.0,1.0,182,76,4280.0,4280.0,1177000.0,RES,2021.0
12146,2018.0,7.0,1.0,164,63,2140.0,2140.0,1059300.0,SUB,2021.0
12147,2020.0,8.0,15.0,181,70,2140.0,2140.0,1391000.0,SUB,2024.0
12148,2020.0,7.0,1.0,183,75,2140.0,2140.0,1000450.0,SUB,2021.0
12150,2020.0,7.0,27.0,173,76,2140.0,2140.0,1284000.0,SUB,2023.0
12151,2020.0,1.0,3.0,184,78,2140.0,2140.0,1038970.0000000001,LDM,2023.0
12152,2020.0,8.0,18.0,173,65,1070.0,1070.0,1177000.0,SUB,2023.0
12153,2019.0,7.0,4.0,179,72,6420.0,6420.0,1070000.0,SUB,2022.0
12154,2020.0,1.0,28.0,180,74,1070.0,1070.0,909500.0,SUB,2020.0
12155,2020.0,1.0,15.0,172,75,642.0,642.0,870980.0,SUB,2025.0
12156,2019.0,7.0,9.0,168,71,963.0,963.0,1015430.0000000001,CAM,2021.0
12157,2017.0,7.0,14.0,176,72,1070.0,1070.0,870980.0,SUB,2023.0
12158,2016.0,11.0,1.0,180,70,1070.0,1070.0,802500.0,RB,2023.0
12159,2014.0,7.0,1.0,192,83,2140.0,2140.0,963000.0,RES,2020.0
12160,2018.0,7.0,2.0,180,72,2140.0,2140.0,1070000.0,SUB,2022.0
12161,2020.0,7.0,8.0,188,70,1070.0,1070.0,1070000.0,RCB,2023.0
12162,2019.0,9.0,7.0,171,68,2140.0,2140.0,912710.0,SUB,2021.0
12163,2016.0,5.0,23.0,165,61,909.5,909.5,892380.0,RCM,2021.0
12164,2019.0,7.0,1.0,188,76,3210.0,3210.0,1000450.0,SUB,2022.0
12165,2020.0,6.0,30.0,188,80,1070.0,1070.0,843160.0,SUB,2023.0
12166,2018.0,7.0,1.0,186,75,2140.0,2140.0,1015430.0000000001,RES,2022.0
12167,2018.0,7.0,1.0,186,79,2140.0,2140.0,1015430.0000000001,CAM,2021.0
12168,2018.0,5.0,16.0,178,75,2140.0,2140.0,1043250.0000000001,RB,2021.0
12169,2020.0,8.0,7.0,179,70,2140.0,2140.0,1070000.0,RES,2023.0
12170,2017.0,1.0,1.0,168,64,2140.0,2140.0,1070000.0,RES,2021.0
12171,2016.0,8.0,27.0,182,81,1070.0,1070.0,795010.0,SUB,2023.0
12172,2019.0,7.0,13.0,175,68,3210.0,3210.0,1177000.0,RM,2021.0
12173,2020.0,9.0,15.0,186,84,2140.0,2140.0,1284000.0,RES,2024.0
12174,2019.0,1.0,14.0,181,70,2140.0,2140.0,892380.0,SUB,2021.0
12175,2017.0,6.0,9.0,187,80,11770.0,11770.0,1177000.0,RES,2021.0
12177,2015.0,7.0,1.0,178,71,4280.0,4280.0,1391000.0,RES,2021.0
12178,2017.0,8.0,29.0,175,72,2140.0,2140.0,1284000.0,SUB,2021.0
12179,2017.0,7.0,1.0,165,61,6420.0,6420.0,1177000.0,LM,2023.0
12180,2017.0,1.0,1.0,173,64,2140.0,2140.0,892380.0,RW,2023.0
12181,2018.0,4.0,13.0,172,65,2140.0,2140.0,882750.0,RB,2022.0
12182,2020.0,1.0,1.0,170,72,2140.0,2140.0,1070000.0,RCM,2025.0
12184,2020.0,9.0,7.0,186,79,1070.0,1070.0,843160.0,SUB,2024.0
12185,2018.0,1.0,1.0,191,84,2140.0,2140.0,892380.0,SUB,2021.0
12186,2019.0,7.0,1.0,190,75,1070.0,1070.0,795010.0,RES,2022.0
12187,2018.0,7.0,1.0,173,68,3210.0,3210.0,1046460.0000000001,SUB,2021.0
12188,2018.0,7.0,1.0,182,73,2140.0,2140.0,926620.0,RDM,2021.0
12189,2018.0,1.0,1.0,176,67,2140.0,2140.0,892380.0,SUB,2021.0
12190,2020.0,1.0,21.0,187,79,3210.0,3210.0,856000.0,SUB,2024.0
12191,2017.0,7.0,1.0,179,71,6420.0,6420.0,1391000.0,RES,2022.0
12192,2019.0,3.0,9.0,186,87,588.5,588.5,926620.0,SUB,2021.0
12193,2018.0,6.0,1.0,185,75,535.0,535.0,1391000.0,SUB,2024.0
12194,2016.0,7.0,23.0,181,75,4280.0,4280.0,1391000.0,RES,2021.0
12195,2019.0,7.0,1.0,172,74,2140.0,2140.0,1015430.0000000001,LW,2021.0
12197,2018.0,7.0,1.0,179,67,1070.0,1070.0,1284000.0,RES,2022.0
12198,2020.0,8.0,20.0,185,78,2140.0,2140.0,1391000.0,SUB,2023.0
12199,2019.0,1.0,1.0,180,70,535.0,535.0,1177000.0,SUB,2021.0
12200,2020.0,1.0,8.0,175,72,535.0,535.0,1498000.0,SUB,2024.0
12201,2020.0,1.0,23.0,183,75,3210.0,3210.0,955510.0,SUB,2023.0
12202,2016.0,8.0,9.0,185,71,2140.0,2140.0,1177000.0,SUB,2022.0
12203,2017.0,7.0,1.0,188,81,1070.0,1070.0,1011150.0000000001,RES,2021.0
12204,2020.0,8.0,3.0,190,87,3210.0,3210.0,795010.0,SUB,2024.0
12206,2020.0,8.0,15.0,177,67,3210.0,3210.0,1391000.0,RES,2025.0
12207,2020.0,7.0,1.0,186,75,1070.0,1070.0,1177000.0,RES,2024.0
12208,2020.0,9.0,1.0,177,72,2140.0,2140.0,1284000.0,RES,2024.0
12209,2020.0,9.0,18.0,177,78,2140.0,2140.0,1015430.0000000001,SUB,2023.0
12210,2020.0,1.0,11.0,180,70,2140.0,2140.0,955510.0,SUB,2020.0
12211,2017.0,6.0,14.0,172,65,2140.0,2140.0,870980.0,SUB,2022.0
12212,2020.0,8.0,20.0,198,82,2140.0,2140.0,887030.0,SUB,2022.0
12213,2020.0,8.0,7.0,186,75,2140.0,2140.0,1043250.0000000001,SUB,2022.0
12214,2020.0,1.0,1.0,187,76,535.0,535.0,1068930.0,SUB,2020.0
12215,2015.0,7.0,1.0,188,83,2140.0,2140.0,796080.0,RES,2021.0
12216,2014.0,5.0,1.0,175,65,2140.0,2140.0,1177000.0,LW,2021.0
12217,2015.0,7.0,1.0,187,80,1070.0,1070.0,1046460.0000000001,SUB,2021.0
12218,2019.0,8.0,1.0,178,72,535.0,535.0,1284000.0,SUB,2025.0
12219,2015.0,5.0,28.0,176,70,2140.0,2140.0,1177000.0,SUB,2022.0
12220,2019.0,7.0,1.0,175,69,4280.0,4280.0,1000450.0,SUB,2023.0
12221,2019.0,7.0,5.0,177,72,535.0,535.0,1177000.0,SUB,2023.0
12222,2020.0,1.0,4.0,184,76,2140.0,2140.0,775750.0,SUB,2021.0
12223,2016.0,1.0,4.0,183,80,2140.0,2140.0,773610.0,SUB,2022.0
12224,2019.0,1.0,31.0,175,70,2140.0,2140.0,990820.0,RWB,2021.0
12225,2020.0,8.0,25.0,188,78,2140.0,2140.0,882750.0,SUB,2021.0
12226,2018.0,1.0,5.0,178,73,2140.0,2140.0,853860.0,SUB,2023.0
12227,2020.0,7.0,1.0,191,75,1070.0,1070.0,1043250.0000000001,SUB,2022.0
12228,2020.0,9.0,6.0,185,74,3210.0,3210.0,853860.0,SUB,2023.0
12229,2016.0,9.0,14.0,175,69,1070.0,1070.0,814270.0,LCM,2024.0
12230,2017.0,6.0,13.0,193,75,2140.0,2140.0,727600.0,SUB,2021.0
12231,2016.0,7.0,1.0,186,75,2140.0,2140.0,882750.0,LCB,2022.0
12232,2019.0,8.0,9.0,171,68,2140.0,2140.0,1391000.0,SUB,2022.0
12233,2020.0,8.0,3.0,185,76,1070.0,1070.0,912710.0,RS,2023.0
12234,2017.0,7.0,1.0,184,74,1070.0,1070.0,1043250.0000000001,SUB,2021.0
12235,2020.0,7.0,7.0,185,74,2140.0,2140.0,1177000.0,ST,2022.0
12237,2017.0,8.0,1.0,184,75,4280.0,4280.0,909500.0,RES,2023.0
12239,2017.0,2.0,1.0,173,67,4280.0,4280.0,1030410.0000000001,SUB,2023.0
12240,2018.0,7.0,1.0,188,76,2140.0,2140.0,1177000.0,SUB,2023.0
12241,2018.0,2.0,23.0,182,70,3210.0,3210.0,1070000.0,RES,2021.0
12242,2018.0,1.0,23.0,175,70,2140.0,2140.0,955510.0,LDM,2023.0
12243,2017.0,1.0,1.0,169,65,909.5,909.5,853860.0,RCB,2022.0
12244,2018.0,1.0,11.0,175,66,2140.0,2140.0,1000450.0,SUB,2020.0
12245,2015.0,7.0,1.0,186,82,909.5,909.5,1046460.0000000001,SUB,2021.0
12246,2018.0,7.0,1.0,177,72,2140.0,2140.0,936250.0,SUB,2021.0
12247,2019.0,8.0,6.0,190,79,1070.0,1070.0,796080.0,RES,2021.0
12248,2014.0,7.0,1.0,184,77,4280.0,4280.0,1284000.0,RES,2023.0
12249,2019.0,7.0,1.0,186,81,4280.0,4280.0,1030410.0000000001,SUB,2022.0
12250,2019.0,7.0,1.0,177,70,1070.0,1070.0,1284000.0,RES,2024.0
12251,2019.0,7.0,1.0,167,65,1070.0,1070.0,1284000.0,RES,2024.0
12252,2019.0,8.0,8.0,165,61,2140.0,2140.0,882750.0,RES,2021.0
12253,2020.0,2.0,17.0,179,76,535.0,535.0,1284000.0,SUB,2024.0
12254,2019.0,1.0,1.0,175,65,2140.0,2140.0,914850.0,RES,2024.0
12255,2015.0,7.0,1.0,186,77,535.0,535.0,1391000.0,RES,2024.0
12256,2020.0,1.0,1.0,177,75,535.0,535.0,1391000.0,SUB,2021.0
12257,2020.0,5.0,28.0,194,85,1070.0,1070.0,829250.0,SUB,2023.0
12258,2020.0,6.0,8.0,187,90,6420.0,6420.0,1284000.0,RES,2023.0
12259,2018.0,7.0,1.0,181,77,1070.0,1070.0,1284000.0,RES,2021.0
12260,2020.0,7.0,20.0,170,74,2140.0,2140.0,1070000.0,SUB,2022.0
12261,2018.0,8.0,15.0,176,72,1070.0,1070.0,775750.0,SUB,2021.0
12262,2019.0,1.0,29.0,193,87,3210.0,3210.0,990820.0,LCB,2021.0
12264,2020.0,1.0,1.0,186,79,749.0,749.0,787520.0,LCB,2025.0
12265,2018.0,2.0,1.0,170,64,3210.0,3210.0,926620.0,SUB,2022.0
12266,2019.0,7.0,29.0,186,79,2140.0,2140.0,990820.0,RCB,2021.0
12267,2020.0,1.0,31.0,193,80,1070.0,1070.0,834600.0,SUB,2022.0
12268,2019.0,7.0,4.0,188,78,3210.0,3210.0,984400.0,RES,2021.0
12269,2019.0,7.0,23.0,184,75,3210.0,3210.0,926620.0,SUB,2022.0
12270,2018.0,7.0,1.0,184,87,1070.0,1070.0,990820.0,SUB,2021.0
12271,2020.0,2.0,1.0,176,72,7490.0,7490.0,914850.0,RES,2020.0
12273,2016.0,1.0,1.0,178,70,1070.0,1070.0,737230.0,LDM,2021.0
12274,2019.0,5.0,28.0,187,77,3210.0,3210.0,983330.0,SUB,2021.0
12275,2016.0,1.0,1.0,178,67,2140.0,2140.0,722250.0,SUB,2021.0
12276,2018.0,2.0,15.0,182,74,802.5,802.5,889170.0,LCB,2021.0
12277,2019.0,7.0,1.0,190,89,2140.0,2140.0,926620.0,SUB,2021.0
12279,2014.0,1.0,1.0,164,64,535.0,535.0,1284000.0,RCM,2022.0
12280,2020.0,8.0,11.0,169,68,3210.0,3210.0,1070000.0,CAM,2023.0
12281,2019.0,8.0,23.0,166,64,1070.0,1070.0,870980.0,LDM,2022.0
12282,2020.0,1.0,17.0,182,66,2140.0,2140.0,818550.0,RES,2022.0
12283,2016.0,7.0,8.0,172,63,3210.0,3210.0,818550.0,SUB,2021.0
12284,2017.0,7.0,1.0,184,80,4280.0,4280.0,955510.0,RES,2022.0
12286,2019.0,11.0,19.0,178,77,2140.0,2140.0,926620.0,SUB,2023.0
12287,2017.0,1.0,1.0,175,71,1070.0,1070.0,737230.0,RES,2023.0
12288,2020.0,7.0,31.0,194,88,695.5,695.5,838880.0,LCB,2022.0
12289,2018.0,1.0,1.0,187,77,5350.0,5350.0,1016500.0000000001,RES,2021.0
12290,2020.0,8.0,12.0,174,65,3210.0,3210.0,818550.0,RES,2021.0
12291,2020.0,3.0,3.0,177,72,535.0,535.0,1284000.0,SUB,2022.0
12292,2019.0,7.0,1.0,180,78,1070.0,1070.0,1177000.0,RES,2022.0
12293,2018.0,1.0,4.0,191,84,4280.0,4280.0,914850.0,SUB,2021.0
12294,2019.0,7.0,3.0,183,75,535.0,535.0,795010.0,RB,2021.0
12295,2015.0,7.0,1.0,177,68,5350.0,5350.0,1070000.0,RES,2022.0
12296,2020.0,7.0,25.0,180,68,695.5,695.5,838880.0,SUB,2021.0
12297,2018.0,7.0,1.0,170,73,2140.0,2140.0,926620.0,SUB,2021.0
12298,2018.0,7.0,1.0,191,87,5350.0,5350.0,1177000.0,RES,2021.0
12299,2016.0,1.0,25.0,189,83,1070.0,1070.0,984400.0,SUB,2023.0
12300,2020.0,7.0,10.0,170,61,5350.0,5350.0,1067860.0,RES,2023.0
12301,2018.0,7.0,1.0,180,68,2140.0,2140.0,795010.0,RB,2021.0
12303,2020.0,1.0,3.0,192,88,1016.5000000000001,1016.5000000000001,787520.0,LCB,2020.0
12304,2018.0,7.0,1.0,178,64,2140.0,2140.0,1284000.0,SUB,2022.0
12305,2017.0,7.0,1.0,190,82,2140.0,2140.0,838880.0,LCB,2024.0
12307,2019.0,7.0,1.0,194,88,2140.0,2140.0,1284000.0,RES,2023.0
12308,2020.0,8.0,26.0,181,73,2140.0,2140.0,870980.0,LDM,2022.0
12309,2020.0,1.0,10.0,192,79,535.0,535.0,1177000.0,LCB,2021.0
12310,2019.0,1.0,1.0,180,78,535.0,535.0,1005800.0000000001,GK,2024.0
12311,2019.0,11.0,9.0,186,81,4280.0,4280.0,966210.0,SUB,2021.0
12312,2018.0,1.0,1.0,174,71,535.0,535.0,1284000.0,RES,2024.0
12313,2020.0,8.0,6.0,184,76,1070.0,1070.0,838880.0,SUB,2023.0
12314,2020.0,1.0,8.0,175,72,535.0,535.0,1177000.0,SUB,2021.0
12315,2020.0,8.0,16.0,174,65,1070.0,1070.0,1284000.0,RES,2023.0
12316,2020.0,9.0,15.0,178,65,4280.0,4280.0,1011150.0000000001,SUB,2022.0
12317,2020.0,7.0,24.0,186,76,2140.0,2140.0,889170.0,LCB,2022.0
12318,2020.0,7.0,1.0,191,77,1070.0,1070.0,939460.0,SUB,2022.0
12319,2017.0,7.0,1.0,178,69,2140.0,2140.0,936250.0,SUB,2021.0
12320,2017.0,6.0,1.0,181,78,1070.0,1070.0,746860.0,SUB,2021.0
12321,2017.0,7.0,1.0,172,69,1070.0,1070.0,746860.0,SUB,2021.0
12322,2020.0,8.0,11.0,185,76,2140.0,2140.0,926620.0,SUB,2022.0
12323,2020.0,8.0,12.0,185,74,2140.0,2140.0,936250.0,SUB,2023.0
12324,2020.0,8.0,31.0,176,80,2140.0,2140.0,795010.0,RES,2021.0
12325,2020.0,8.0,13.0,190,91,2140.0,2140.0,582080.0,SUB,2022.0
12326,2020.0,1.0,31.0,183,73,4280.0,4280.0,1070000.0,SUB,2021.0
12327,2018.0,7.0,6.0,183,79,2140.0,2140.0,939460.0,CM,2021.0
12328,2016.0,6.0,1.0,193,82,2140.0,2140.0,939460.0,RCB,2021.0
12329,2019.0,8.0,12.0,177,67,1070.0,1070.0,1070000.0,RS,2021.0
12330,2020.0,6.0,10.0,193,85,909.5,909.5,698710.0,RCB,2022.0
12331,2020.0,1.0,23.0,184,82,2140.0,2140.0,870980.0,SUB,2021.0
12332,2014.0,7.0,1.0,182,79,3210.0,3210.0,662330.0,SUB,2021.0
12334,2020.0,8.0,4.0,175,64,1070.0,1070.0,882750.0,SUB,2025.0
12335,2020.0,8.0,26.0,184,80,1070.0,1070.0,795010.0,SUB,2021.0
12336,2020.0,7.0,27.0,170,62,2140.0,2140.0,939460.0,SUB,2022.0
12337,2017.0,7.0,3.0,179,72,3210.0,3210.0,1059300.0,RES,2022.0
12338,2019.0,7.0,1.0,188,82,2140.0,2140.0,698710.0,RCB,2022.0
12339,2016.0,8.0,9.0,182,66,2140.0,2140.0,882750.0,SUB,2021.0
12340,2020.0,1.0,1.0,169,66,2140.0,2140.0,882750.0,SUB,2020.0
12341,2018.0,7.0,1.0,186,82,3210.0,3210.0,701920.0,RES,2021.0
12342,2018.0,7.0,10.0,185,75,2140.0,2140.0,926620.0,SUB,2021.0
12343,2020.0,9.0,21.0,188,78,535.0,535.0,795010.0,RES,2022.0
12344,2019.0,7.0,1.0,177,63,2140.0,2140.0,939460.0,RB,2021.0
12345,2019.0,7.0,9.0,173,70,3210.0,3210.0,1070000.0,SUB,2021.0
12346,2019.0,8.0,20.0,183,76,802.5,802.5,829250.0,SUB,2022.0
12347,2020.0,8.0,16.0,172,69,3210.0,3210.0,909500.0,SUB,2021.0
12348,2020.0,9.0,8.0,190,82,856.0,856.0,662330.0,SUB,2022.0
12349,2020.0,8.0,25.0,179,65,1070.0,1070.0,698710.0,SUB,2023.0
12350,2018.0,6.0,6.0,168,62,2140.0,2140.0,698710.0,RCM,2021.0
12351,2017.0,5.0,9.0,185,79,1070.0,1070.0,939460.0,RB,2021.0
12352,2014.0,1.0,1.0,178,67,1016.5000000000001,1016.5000000000001,775750.0,RM,2022.0
12353,2019.0,8.0,28.0,181,77,2140.0,2140.0,1035760.0000000001,LDM,2022.0
12354,2016.0,1.0,1.0,175,65,3210.0,3210.0,1177000.0,RES,2024.0
12355,2016.0,7.0,1.0,184,78,2140.0,2140.0,795010.0,SUB,2021.0
12356,2020.0,8.0,24.0,180,70,2140.0,2140.0,939460.0,SUB,2022.0
12357,2017.0,7.0,1.0,183,80,3210.0,3210.0,662330.0,SUB,2023.0
12358,2019.0,9.0,12.0,187,83,2140.0,2140.0,762910.0,RES,2021.0
12359,2017.0,7.0,1.0,183,75,535.0,535.0,1177000.0,SUB,2021.0
12360,2019.0,7.0,3.0,179,70,3210.0,3210.0,926620.0,SUB,2024.0
12361,2019.0,8.0,15.0,180,75,4280.0,4280.0,1043250.0000000001,SUB,2021.0
12362,2018.0,2.0,12.0,191,84,1070.0,1070.0,818550.0,SUB,2020.0
12363,2018.0,7.0,5.0,177,75,5350.0,5350.0,1038970.0000000001,SUB,2022.0
12364,2016.0,2.0,7.0,176,72,1070.0,1070.0,829250.0,RM,2024.0
12365,2019.0,7.0,1.0,187,78,3210.0,3210.0,843160.0,LCB,2021.0
12367,2020.0,9.0,18.0,174,64,2140.0,2140.0,1070000.0,RES,2024.0
12368,2019.0,7.0,3.0,184,85,3210.0,3210.0,795010.0,SUB,2021.0
12370,2019.0,7.0,1.0,177,73,535.0,535.0,1177000.0,SUB,2024.0
12371,2020.0,1.0,4.0,182,68,535.0,535.0,1177000.0,RCB,2020.0
12372,2019.0,2.0,2.0,164,60,802.5,802.5,698710.0,LB,2020.0
12373,2016.0,1.0,1.0,170,61,1070.0,1070.0,775750.0,SUB,2021.0
12374,2020.0,2.0,6.0,191,87,2140.0,2140.0,662330.0,SUB,2021.0
12375,2018.0,2.0,28.0,170,62,1070.0,1070.0,829250.0,CAM,2021.0
12376,2019.0,7.0,1.0,182,75,2140.0,2140.0,829250.0,SUB,2021.0
12377,2020.0,8.0,16.0,190,85,2140.0,2140.0,923410.0,SUB,2024.0
12378,2020.0,8.0,21.0,191,83,2140.0,2140.0,746860.0,LCB,2022.0
12381,2018.0,1.0,1.0,197,84,1070.0,1070.0,602410.0,SUB,2021.0
12382,2019.0,1.0,10.0,175,61,2140.0,2140.0,976910.0,SUB,2021.0
12383,2020.0,7.0,1.0,193,84,3210.0,3210.0,608830.0,GK,2023.0
12384,2019.0,7.0,1.0,194,89,802.5,802.5,571380.0,GK,2021.0
12385,2018.0,10.0,30.0,186,75,2140.0,2140.0,830320.0,LB,2021.0
12386,2014.0,7.0,22.0,194,82,2140.0,2140.0,731880.0,GK,2022.0
12387,2017.0,7.0,1.0,195,88,3210.0,3210.0,782170.0,SUB,2021.0
12388,2019.0,7.0,1.0,183,80,2140.0,2140.0,927690.0,LCM,2021.0
12389,2019.0,7.0,4.0,175,65,3210.0,3210.0,976910.0,ST,2021.0
12390,2019.0,7.0,25.0,189,83,2140.0,2140.0,637720.0,SUB,2022.0
12391,2019.0,11.0,8.0,185,80,2140.0,2140.0,612040.0,SUB,2025.0
12392,2019.0,6.0,20.0,185,85,8560.0,8560.0,1030410.0000000001,RES,2022.0
12393,2012.0,7.0,1.0,186,82,535.0,535.0,1177000.0,RES,2025.0
12394,2019.0,7.0,3.0,186,75,535.0,535.0,1177000.0,RES,2021.0
12395,2018.0,8.0,1.0,178,76,4280.0,4280.0,830320.0,SUB,2021.0
12396,2018.0,1.0,3.0,190,84,535.0,535.0,1070000.0,LCB,2021.0
12397,2019.0,7.0,1.0,180,76,802.5,802.5,782170.0,LCM,2020.0
12398,2013.0,7.0,1.0,185,80,535.0,535.0,1177000.0,SUB,2025.0
12399,2020.0,8.0,17.0,178,75,2140.0,2140.0,927690.0,RCM,2022.0
12400,2019.0,2.0,3.0,186,77,1016.5000000000001,1016.5000000000001,602410.0,LCB,2022.0
12401,2020.0,8.0,3.0,191,82,2140.0,2140.0,612040.0,SUB,2025.0
12402,2014.0,3.0,21.0,175,75,3210.0,3210.0,927690.0,RDM,2021.0
12403,2018.0,8.0,23.0,183,70,3210.0,3210.0,1030410.0000000001,SUB,2022.0
12404,2016.0,7.0,11.0,182,78,963.0,963.0,731880.0,SUB,2021.0
12405,2019.0,3.0,29.0,185,70,1070.0,1070.0,602410.0,SUB,2021.0
12406,2018.0,1.0,30.0,191,79,535.0,535.0,1070000.0,RCB,2020.0
12407,2018.0,2.0,7.0,178,75,2140.0,2140.0,734020.0,SUB,2020.0
12408,2020.0,1.0,31.0,183,77,3210.0,3210.0,709410.0,SUB,2021.0
12409,2016.0,7.0,1.0,175,74,2140.0,2140.0,762910.0,SUB,2021.0
12410,2018.0,8.0,11.0,179,75,1070.0,1070.0,673030.0,RES,2021.0
12411,2020.0,6.0,24.0,195,87,856.0,856.0,731880.0,GK,2025.0
12412,2012.0,7.0,1.0,189,85,5350.0,5350.0,953370.0,RES,2022.0
12413,2019.0,7.0,1.0,177,68,2140.0,2140.0,816410.0,LS,2021.0
12414,2017.0,7.0,4.0,183,68,5350.0,5350.0,830320.0,SUB,2024.0
12415,2019.0,7.0,15.0,179,70,1070.0,1070.0,830320.0,SUB,2021.0
12416,2018.0,8.0,14.0,183,67,1070.0,1070.0,927690.0,SUB,2021.0
12417,2016.0,1.0,1.0,187,76,2140.0,2140.0,637720.0,RCB,2020.0
12418,2016.0,7.0,22.0,180,78,3210.0,3210.0,977980.0,SUB,2022.0
12419,2017.0,1.0,13.0,178,70,2140.0,2140.0,774680.0,SUB,2020.0
12420,2019.0,7.0,1.0,188,79,3210.0,3210.0,816410.0,SUB,2021.0
12421,2017.0,1.0,1.0,177,73,1070.0,1070.0,673030.0,RES,2023.0
12422,2016.0,8.0,26.0,193,90,2140.0,2140.0,772540.0,SUB,2024.0
12423,2020.0,9.0,2.0,175,74,3210.0,3210.0,1070000.0,LM,2022.0
12424,2018.0,1.0,1.0,180,70,2140.0,2140.0,673030.0,SUB,2021.0
12426,2020.0,7.0,5.0,178,70,7490.0,7490.0,1030410.0000000001,SUB,2022.0
12427,2020.0,8.0,14.0,193,88,1070.0,1070.0,758630.0,SUB,2021.0
12428,2020.0,7.0,3.0,178,65,1070.0,1070.0,878470.0,SUB,2022.0
12429,2019.0,7.0,1.0,183,76,2140.0,2140.0,1070000.0,SUB,2023.0
12430,2015.0,7.0,1.0,176,70,2140.0,2140.0,693360.0,SUB,2022.0
12431,2018.0,7.0,1.0,190,84,2140.0,2140.0,685870.0,SUB,2021.0
12432,2017.0,1.0,4.0,172,64,1070.0,1070.0,602410.0,RB,2023.0
12433,2020.0,7.0,7.0,188,88,2140.0,2140.0,734020.0,SUB,2021.0
12434,2018.0,1.0,31.0,185,79,2140.0,2140.0,896660.0,SUB,2021.0
12435,2016.0,7.0,1.0,182,68,535.0,535.0,1177000.0,SUB,2024.0
12436,2019.0,7.0,1.0,178,72,1070.0,1070.0,816410.0,RM,2021.0
12437,2019.0,6.0,28.0,193,84,2140.0,2140.0,843160.0,SUB,2020.0
12438,2019.0,7.0,4.0,178,66,2140.0,2140.0,648420.0,SUB,2022.0
12439,2019.0,1.0,1.0,172,70,535.0,535.0,1070000.0,SUB,2020.0
12440,2020.0,1.0,4.0,188,80,2140.0,2140.0,662330.0,SUB,2021.0
12441,2020.0,1.0,1.0,179,77,535.0,535.0,1177000.0,SUB,2021.0
12442,2019.0,1.0,1.0,183,75,963.0,963.0,602410.0,LB,2021.0
12443,2020.0,1.0,1.0,174,74,535.0,535.0,1070000.0,LCM,2024.0
12444,2020.0,1.0,1.0,177,66,5350.0,5350.0,950160.0,LS,2023.0
12445,2020.0,1.0,23.0,185,85,535.0,535.0,1070000.0,RES,2022.0
12446,2019.0,7.0,1.0,177,76,1016.5000000000001,1016.5000000000001,693360.0,RB,2021.0
12447,2020.0,7.0,1.0,176,74,2140.0,2140.0,976910.0,LM,2022.0
12448,2019.0,7.0,1.0,181,76,535.0,535.0,734020.0,LDM,2022.0
12449,2019.0,1.0,21.0,188,80,1070.0,1070.0,762910.0,SUB,2022.0
12450,2020.0,9.0,9.0,172,68,963.0,963.0,816410.0,SUB,2024.0
12451,2020.0,1.0,8.0,191,84,1070.0,1070.0,602410.0,SUB,2022.0
12452,2020.0,8.0,1.0,191,82,3210.0,3210.0,927690.0,ST,2021.0
12453,2017.0,7.0,1.0,197,92,3210.0,3210.0,627020.0,SUB,2021.0
12454,2019.0,7.0,24.0,186,76,642.0,642.0,602410.0,SUB,2021.0
12455,2012.0,12.0,1.0,168,69,3210.0,3210.0,830320.0,SUB,2021.0
12456,2020.0,9.0,3.0,185,68,3210.0,3210.0,830320.0,SUB,2022.0
12457,2020.0,1.0,12.0,182,78,3210.0,3210.0,816410.0,SUB,2021.0
12458,2020.0,7.0,30.0,188,84,2140.0,2140.0,1177000.0,SUB,2024.0
12459,2020.0,8.0,3.0,190,82,3210.0,3210.0,816410.0,SUB,2025.0
12460,2020.0,8.0,3.0,194,81,1070.0,1070.0,830320.0,LCB,2023.0
12461,2018.0,7.0,1.0,184,76,3210.0,3210.0,927690.0,RCM,2021.0
12462,2020.0,8.0,22.0,186,85,2140.0,2140.0,571380.0,SUB,2023.0
